ds,y,fechamento,abertura,y_lag_1,fechamento_lag_1,max_lag_1,min_lag_1,amplitude_lag_1,delta_lag_1,variacao_lag_1,volatilidadeS_lag_1,volatilidadeM_lag_1,volatilidadeT_lag_1,volatilidadeSE_lag_1,volatilidadeA_lag_1,maS_lag_1,maM_lag_1,maT_lag_1,maSE_lag_1,maA_lag_1
2016-02-01,1,0.16400000000000148,1.7620000000000005,1.0,1.7759999999999962,1.3059999999999974,0.6389999999999958,0.6670000000000016,1.516999999999996,0.03922054488187802,0.34920469861355163,0.1285671017687855,0.0379323976901772,0.017702574835998908,0.003088017023074374,0.5377999999999972,-0.16404545454545172,-0.1010757575757637,-0.0959393939393891,-0.030704545454554477
2016-02-02,-1,-1.9740000000000038,0.1670000000000016,1.0,0.16400000000000148,0.16400000000000148,1.1030000000000015,-0.9390000000000001,-1.597999999999999,-0.04155676869026508,0.01007530411332802,0.0034662928650284197,0.0007573073409424813,-0.0016995592178666863,-0.00239321651764135,0.5078000000000031,-0.1451818181818183,-0.0978181818181838,-0.08918181818182802,-0.02631439393938706
2016-02-03,1,0.9930000000000021,-1.9669999999999987,-1.0,-1.9740000000000038,-0.006000000000000227,-1.142000000000003,1.1360000000000028,-2.1410000000000053,-0.05279842167610627,0.5157776371629533,0.10239602693807603,0.027691457604078207,0.015628051397794662,0.009296075571686435,0.21979999999999222,-0.2299090909090964,-0.13903030303030306,-0.09851515151514434,-0.035625000000003126
2016-02-04,1,1.233000000000004,0.9919999999999973,1.0,0.9930000000000021,-0.838000000000001,0.0010000000000047748,-0.8390000000000057,2.960000000000001,0.07421740484072882,0.01476740911174379,0.04166153305411202,0.012652488306171938,0.005869311880390193,-0.003113617085581999,0.24260000000000304,-0.17095454545454203,-0.12133333333333951,-0.09003787878788216,-0.03740151515151524
2016-02-05,-1,-0.23000000000000398,1.222999999999999,1.0,1.233000000000004,1.7180000000000035,0.9919999999999973,0.7260000000000062,0.24100000000000676,0.005443535639837675,0.06867626191089293,0.01785140158164178,0.01695588210053045,0.007438981480432982,0.003567407998256389,0.43840000000000146,-0.05995454545454493,-0.09677272727272168,-0.07646969696969563,-0.03454924242423374
2016-02-10,-1,-0.2149999999999963,-0.21999999999999886,-1.0,-0.23000000000000398,-0.19500000000000028,0.9770000000000039,-1.1720000000000041,-1.453000000000003,-0.0365355864299959,-0.19460773580649304,-0.0028739551430934096,0.00010688711817496976,-0.005185528240570059,-0.003013510808702602,0.03719999999999857,-0.08304545454544865,-0.09774242424241919,-0.06981060606060652,-0.031242424242428513
2016-02-11,-1,-1.0590000000000046,-0.2220000000000013,-1.0,-0.2149999999999963,-0.6570000000000036,-0.6060000000000016,-0.05100000000000193,0.005000000000002558,9.396123107699786e-05,0.0018476775427065384,-0.008437477776119362,-0.00025560806957181104,-0.0010806194657357882,-0.001102501936884881,-0.03860000000000241,-0.06345454545455453,-0.09642424242424852,-0.06718939393939394,-0.029405303030301866
2016-02-12,1,0.490000000000002,-1.0459999999999994,-1.0,-1.0590000000000046,-0.2220000000000013,-1.0320000000000036,0.8100000000000023,-0.8370000000000033,-0.02076234449981745,-0.3231282182938018,-0.0014286529543906523,-0.001158086773871081,0.0038137270126851197,0.002755990905938699,0.14439999999999742,-0.06259090909090759,-0.09560606060605892,-0.07134848484848533,-0.0330454545454586
2016-02-15,1,0.2850000000000037,0.48400000000000176,1.0,0.490000000000002,-0.4689999999999941,0.3960000000000008,-0.8649999999999949,1.5360000000000014,0.03836695995869963,-0.09016245440255921,0.00808056304087068,0.002164916349652546,-0.0027833355161431816,0.00035924679444165886,0.0437999999999974,-0.03654545454544689,-0.09183333333332655,-0.07419696969697043,-0.029689393939392517
2016-02-16,1,0.8549999999999969,0.2850000000000037,1.0,0.2850000000000037,0.769999999999996,0.48400000000000176,0.28599999999999426,-0.19899999999999807,-0.005148640337622166,-0.263596265812552,-0.009312272519751086,-0.05141535427996069,-0.001912748797813224,-0.00017820182099193005,-0.14579999999999416,0.006499999999995509,-0.12062121212121468,-0.0769090909090906,-0.030049242424240674
2016-02-17,1,0.6829999999999998,0.8649999999999949,1.0,0.8549999999999969,0.5350000000000037,0.26599999999999824,0.26900000000000546,0.5699999999999932,0.014166053450446189,0.14271855528657018,0.012640227552602634,0.009097868294952294,0.003875701194186676,-0.0006770722542150942,0.07120000000000459,0.0651818181818129,-0.1024545454545489,-0.0677954545454611,-0.030564393939393142
2016-02-18,-1,-0.1529999999999987,0.6660000000000039,1.0,0.6829999999999998,1.2299999999999969,0.8840000000000003,0.34599999999999653,-0.18199999999999505,-0.004893952022020379,0.020434751993594014,-0.00306813506015724,0.004195697238559504,-0.002593145802256225,-0.002682186467223957,0.25079999999999814,0.12213636363636482,-0.09721212121211664,-0.06995454545453583,-0.023208333333336384
2016-02-19,1,0.06499999999999773,-0.14700000000000557,-1.0,-0.1529999999999987,-0.7379999999999995,0.22500000000000142,-0.963000000000001,-0.8190000000000026,-0.019939058154170963,-0.37184213142113015,-0.0039628857175924015,-0.011096019484527764,-0.0021385375298198506,-1.3699657141486021e-05,0.43200000000000216,0.08990909090909582,-0.0824393939393957,-0.06560606060606489,-0.024238636363634214
2016-02-22,1,1.6920000000000002,0.06700000000000017,1.0,0.06499999999999773,0.13000000000000256,-0.11200000000000188,0.24200000000000443,0.2120000000000033,0.005098835113658865,0.02958148171294267,-0.03108147832621111,-0.004121455227978688,8.383068951467454e-05,-0.004941294540680374,0.3470000000000013,0.1351818181818203,-0.07048484848485259,-0.06450757575757393,-0.029094696969693246
2016-02-23,-1,-0.7139999999999986,1.6910000000000025,1.0,1.6920000000000002,1.516999999999996,0.472999999999999,1.043999999999997,1.625,0.03911258874196614,0.30891080952427374,0.045484830414723065,0.03128838727001615,0.014672940488711261,0.007712275957545756,0.6283999999999992,0.24081818181817738,-0.045030303030301866,-0.05342424242424926,-0.023515151515162813
2016-02-24,-1,-0.43599999999999994,-0.7139999999999986,-1.0,-0.7139999999999986,0.2560000000000002,0.8150000000000048,-0.5590000000000046,-2.405000000000001,-0.05721823013877804,0.1915188873745487,0.023805325741697136,-0.004066590486667687,0.0018910361601710557,0.0002002417971541659,0.31459999999999155,0.20290909090908826,-0.0688484848484805,-0.05674242424241527,-0.023689393939385184
2016-02-25,-1,-0.19700000000000273,-0.4369999999999976,-1.0,-0.43599999999999994,-1.0799999999999983,-1.1480000000000032,0.06800000000000495,0.2779999999999987,0.0062606410899839655,0.025262898203812223,0.0008496698923079471,0.0012257611261009549,-0.008632636281165507,0.000417163896196282,0.09080000000000155,0.2018181818181901,-0.07271212121212756,-0.04918181818182177,-0.024590909090910884
